id,datetime,,user_question,bot_response
cthr_6a102dbce0308193a71dca66d9c1293b01f8a657151f3f69,2026-05-22 10:19,Når kommer eksamenskarakter,når kan jeg forvente å få karakter på eksamen hvis jeg tok den 12. mai?,"Hvis du tok skriftlig eksamen 12. mai, kan du normalt forvente karakter ca. 20. juni i Privatistportalen. Forsinkelser kan forekomme. 

Privatistportalen: https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1037dfa5bc819787570dc40eb768fa0fcb100f64d48278,2026-05-22 11:02,Hvornår kommer min karakter,Når får jeg karakteren?,"Karakteren kommer an på eksamensform:

- Skriftlig eksamen: cirka 6. januar for høsteksamen og cirka 20. juni for våreksamen. Du finner karakteren i Privatistportalen. Forsinkelser kan forekomme. 
- Muntlig, muntlig-praktisk og praktisk eksamen: karakteren blir normalt registrert kort tid etter eksamensdagen. For muntlig og praktisk blir den også offentliggjort etter hver kandidat.  

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1037dfa5bc819787570dc40eb768fa0fcb100f64d48278,2026-05-22 11:03,Hvornår kommer min karakter,Kan jeg få kompetansebevis kun med karakteren for eksamen jeg hadde nå?,"Ja, du kan bestille kompetansebevis med fag du har tatt som privatist. Alle har rett til å få dokumentert eksamensresultatene sine, og ordinær behandlingstid er inntil 3 uker. 

Hvis du skal bruke det til Samordna opptak, må du selv laste opp kompetansebeviset. For våreksamen er fristen 1. juli, og du bør derfor bestille senest 20. juni. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a106a1857ec8194907f99b870324b780d88589af68e3555,2026-05-22 14:37,Biologi 2 muntlig övning,biologi 2 muntlig praktisk,"For Biologi 2 som privatist må du melde deg opp til både skriftlig eksamen og muntlig-praktisk eksamen 

Muntlig-praktisk eksamen gjennomføres slik:
- 45 minutter forberedelse 
- inntil 45 minutter eksamen 
- du får et tema eller en problemstilling i forberedelsen 
- eksamen skal inneholde en eller flere praktiske øvelser 

For biologi må du også:
- være forberedt på å gjøre praktiske øvelser på eksamen 
- du kan ta med oversikt, liste eller journal over gjennomgåtte øvelser til forberedelsen 
- som privatist må du selv sørge for å ha gjennomført øvelsene læreplanen krever 

Muntlig og muntlig-praktisk eksamen arrangeres hovedsakelig på Skien videregående skole. Eksakt dato og sted finner du i privatistportalen 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a10c19592388194a8eb6d8a6a6fda150d08af00549b8232,2026-05-22 20:50,Veiledning for norsk muntlig eksamen,er det en særoppgave i norsk muntlig eksamen,"Jeg finner ikke sikker informasjon om at det er en særoppgave i norsk muntlig eksamen.

Det som er oppgitt, er at du i muntlig eksamen får et tema eller en problemstilling 30 minutter før eksamen starter, og at du kan velge å starte med en kort presentasjon eller gå rett til fagsamtalen 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a11c3ee4ec4819680d5d641c41e823b03caa9cf1736d0fc,2026-05-23 15:12,Gjennomgang av matteeksamens besvarelse,Hei kan jeg se besvarelsen min på matteeksamen,"Ja. Du kan se besvarelsen din ved å logge inn på kandidat.udir.no med ID-porten eller Feide. Besvarelsen blir tilgjengelig dagen etter eksamen. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a12ae00326c8195830f8b68fa9bd879055c7442ff943127,2026-05-24 07:51,Søknad til praktisk fagprøve,hvor søker jeg for å den praktiske delen til fagprøven,"Hvis du skal ta den praktiske delen av fagprøven som praksiskandidat, må du ta kontakt med fagopplæring. Den praktiske delen søkes ikke i privatistportalen. 

Hvis du også skal melde deg opp til skriftlig tverrfaglig eksamen, gjør du det her: https://privatist.inschool.visma.no/ 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a12ae00326c8195830f8b68fa9bd879055c7442ff943127,2026-05-24 07:52,Søknad til praktisk fagprøve,den praktiske delen som privatist,"Hvis du mener praktisk eksamen som privatist, melder du deg opp i Privatistportalen: https://privatist.inschool.visma.no/ 

Eksamensdato og sted for praktisk eksamen finner du i Privatistportalen når du klikker på det oppmeldte faget. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a12ae00326c8195830f8b68fa9bd879055c7442ff943127,2026-05-24 07:54,Søknad til praktisk fagprøve,søknadskjema for del 2 av barn og ungdom privatist,"Jeg finner ikke sikker informasjon om et eget søknadsskjema for «del 2» i barn og ungdom.

For praktisk eksamen som privatist melder du deg opp i Privatistportalen: https://privatist.inschool.visma.no/ 

Eksamensdato og sted for praktisk eksamen finner du også i Privatistportalen når du klikker på det oppmeldte faget. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a12d211d1cc8190a84ef4265a8e81640b47588da7f318e6,2026-05-24 10:25,Hva skjer etter eksamen,"jeg har tatt skriftlig eksamen, hva nå","Nå kan du gjøre dette:

- Du kan se eksamensbesvarelsen din dagen etter eksamen på kandidat.udir.no 
- Karakteren for skriftlig eksamen kommer i Privatistportalen. For høsteksamen er dette ca. 6. januar. For våreksamen er det ca. 20. juni. Forsinkelser kan skje. 
- Du finner karakteren ved å logge inn i Privatistportalen og trykke på faget ditt: https://privatist.inschool.visma.no/ 
- For skriftlig eksamen kan du ikke be om begrunnelse for karakteren. 

Hvis du senere trenger kompetansebevis eller nytt vitnemål, kan dette bestilles digitalt. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1449d7e87c8193ae4e432c87a5ff4a05c6f91a799a06c1,2026-05-25 13:08,Eng1008 Pensum Veiledning,Pensum til eng1008,"Jeg finner ikke en egen pensumliste for ENG1008.

Det som gjelder, er at du blir vurdert ut fra kompetansemålene i læreplanen. Du må derfor bruke læreplanen for ENG1008 som grunnlag for det du skal kunne . Det er heller ikke krav om en bestemt lærebok. Du kan bruke annet lærestoff, og NDLA er nevnt som en mulig ressurs .

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a148febb4d88197a2b5caf0f7bcc0460dbbf0dd7b7f8b39,2026-05-25 18:07,Hvordan registrere privatist eksamen,hvordan melder jeg meg opp til privatist eksamen?,"Du melder deg opp i Privatistportalen via ID-porten. Der registrerer du fagene du vil ta, og betaler eksamensavgiften. Oppmeldingen er først gyldig når avgiften er betalt 

Privatistportalen:
https://privatist.inschool.visma.no/

Frister for oppmelding er:
- Høsteksamen: 1. september–15. september kl. 23.55
- Våreksamen: 15. januar–1. februar kl. 23.55 

Det anbefales å bruke Chrome eller Edge, og ikke mobiltelefon, når du melder deg opp 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a154f3d2e2881939596d997db6cf0da0e91eacc72560778,2026-05-26 07:43,Rettslære privatist samtale,privatist i rettslære 2,"Ja, du kan melde deg opp som privatist i rettslære 2. Du melder deg opp i Privatistportalen, og oppmeldingen er først gyldig når du har betalt eksamensavgiften.  

Du må selv:
- melde deg opp i riktig fag
- sette deg inn i læreplanen
- skaffe lærestoff selv  

Det er ikke krav om en bestemt lærebok. 

Ved spørsmål om regler eller gjennomføring i konkrete fag: Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Oppmelding: https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a154f3d2e2881939596d997db6cf0da0e91eacc72560778,2026-05-26 07:44,Rettslære privatist samtale,er det båse skriftlig og muntlig?,"Beklager, jeg finner ikke sikker informasjon om rettslære 2 har både skriftlig og muntlig eksamen.

Det som er opplyst, er at:
- språkfag har både skriftlig og muntlig eksamen 
- noen realfag på nivå 2 har både skriftlig og muntlig-praktisk eksamen 

Rettslære 2 er ikke nevnt i denne oversikten. Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1564b3362c8193959545677c5ed2a1008e2e3b717f2d99,2026-05-26 09:15,AI veiledning til muntlig eksamen,kan man bruke AI i forberedelse t il muntlig eksamen?,"Beklager, jeg finner ikke sikker informasjon om bruk av AI i forberedelsen til muntlig eksamen.

Det jeg kan si, er at du får 30 minutter forberedelsestid før muntlig eksamen, og at det finnes egne regler for hvilke hjelpemidler som er tillatt  

Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a156516f9cc8193b66ebf37ff8bfbff0cce8f069a90385d,2026-05-26 09:17,Brukerens første spørsmål,hei jeg har et spørsmål,"Hei! Hva lurer du på om privatisteksamen?

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a156516f9cc8193b66ebf37ff8bfbff0cce8f069a90385d,2026-05-26 09:17,Brukerens første spørsmål,ja,"Ja, bare skriv spørsmålet ditt om privatisteksamen, så skal jeg hjelpe deg.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a156516f9cc8193b66ebf37ff8bfbff0cce8f069a90385d,2026-05-26 09:19,Brukerens første spørsmål,jeg skal ha privatist eksamen i tysk muntlig 2 neste uke å jeg fikk et tips fra en jeg kjenner som har hatt denne eksamenen tidligere. Hun sa at jeg burde finne ut av hvilke temaer det var mulig å få på eksamen når du kom dit å gå gjennom alle de. Jeg har prøvd å lete flere steder men finner det ikke kan du forklare meg hvor dette er,"For tysk muntlig 2 finner du vanligvis ikke en fast liste med temaer på forhånd. Det er heller ikke laget egne eksamensveiledninger i fremmedspråk  

På eksamensdagen får du et tema eller en problemstilling 30 minutter før muntlig eksamen starter. Deretter får du utdypende spørsmål i fagsamtalen, og alle kompetansemål kan bli trukket inn 

Det betyr at det viktigste er å forberede deg ut fra læreplanen i faget. Kompetansemålene viser hva du må kunne 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a157c7888888193bd443b0b97f379160d00f48bd7826cd9,2026-05-26 10:56,Når kommer eksamensresultatet,"Jeg tok eksamen som renholder og fikk 5,5. Når kommer svaret?","Hvis du tok praktisk eksamen, blir karakteren normalt offentliggjort etter hver kandidat. Den blir også lagt inn i Privatistportalen så fort den er registrert, vanligvis kort tid etter eksamensdagen.  

Hvis det var skriftlig eksamen, kommer karakteren i Privatistportalen ca. 20. juni for våreksamen og ca. 6. januar for høsteksamen. Forsinkelser kan forekomme. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a157c7888888193bd443b0b97f379160d00f48bd7826cd9,2026-05-26 10:58,Når kommer eksamensresultatet,Jeg venter på svar på karakteren. Når kommer det?,"Hvis det gjelder praktisk eksamen, kommer karakteren normalt kort tid etter eksamensdagen i Privatistportalen. For praktisk eksamen blir karakteren også offentliggjort etter hver kandidat. 

Hvis det gjelder skriftlig eksamen, kommer karakteren i Privatistportalen ca. 20. juni for våreksamen og ca. 6. januar for høsteksamen. Det kan bli forsinkelser. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a157c7888888193bd443b0b97f379160d00f48bd7826cd9,2026-05-26 11:00,Når kommer eksamensresultatet,Jeg tok skriftlig eksamen.,"For skriftlig eksamen kommer karakteren i Privatistportalen ca. 20. juni for våreksamen og ca. 6. januar for høsteksamen. Det kan bli forsinkelser, og resultatet publiseres så snart alt er klart. Du finner karakteren ved å logge inn i Privatistportalen og trykke på faget ditt. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a16a297e3608193b657b3ac570bc0580010cc2435dff20c,2026-05-27 07:51,Se avsluttede eksamener,hvor kan jeg se gjennomført eksamen,"Du kan se resultatet av gjennomført eksamen i Privatistportalen. For skriftlig eksamen finner du karakteren ved å trykke på det aktuelle faget 

Når eksamenskarakteren er publisert, kan du også sjekke resultatet under «Mine eksamener» ved å klikke på faget 

Hvis du vil se selve besvarelsen din, kan du logge inn på kandidat.udir.no. Den blir tilgjengelig dagen etter eksamen 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a16c2b72b8481959f9869577fb259230d29983ac587a196,2026-05-27 10:08,Private Sector Perspective,privatist,"Som privatist melder du deg opp til eksamen uten å være elev i faget. Du må selv melde deg opp i riktig fag, finne læreplan og skaffe det du trenger for å forberede deg. 

Hvis du vil melde deg opp, bruker du privatistportalen:
https://privatist.inschool.visma.no/ 

Skriv gjerne hva du lurer på, for eksempel:
- oppmelding
- eksamensdato
- pris
- tilrettelegging
- hvor eksamen er

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a16d0d7d19c81968212b49bc4e55ea008ceaa5687a380ce,2026-05-27 11:09,Kriterier for firmaeksamen,Hvilke kriterier må ligge til grunn i firmaet for at en eksamen i anleggsrørleggerfaget kan gjøres i firmaet?,"Beklager, jeg finner ikke sikker informasjon om hvilke kriterier som må være oppfylt for at eksamen i anleggsrørleggerfaget kan gjennomføres i et firma.

Det som går fram, er at praktisk eksamen for privatister for de aller fleste blir gjennomført ved en av de videregående skolene i fylket, og at informasjon om sted publiseres fortløpende i Privatistportalen 

Ved spørsmål om regler eller gjennomføring i konkrete fag: Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a17e991f4d08193a21ee34d30679af0085a2fafce33b7b0,2026-05-28 07:06,Slik blir du prosessoperatør,"Hei, jeg er utdannet i dag som automatikker med fagbrev, og jeg har lyst til å ta fagbrev som prosessoperatør. hvordan går jeg frem?","Hvis du vil ta fagbrev som prosessoperatør, må du normalt melde deg opp som praksiskandidat. Da gjør du dette:

1. Meld deg opp til skriftlig tverrfaglig eksamen selv   
Oppmelding gjør du her: https://privatist.inschool.visma.no/

2. Hvis du vil melde deg opp til den praktiske delen av fagprøven, må du ta kontakt med fagopplæring 

3. Husk fristene for oppmelding:  
- høsteksamen: 1. september til 15. september  
- våreksamen: 15. januar til 1. februar 

4. Du må også betale eksamensavgiften innen fristen for at oppmeldingen skal være gyldig 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Beklager, jeg finner ikke sikker informasjon om hvilke krav som gjelder for å gå fra automatikker til prosessoperatør utover dette. Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a181f0d0e3c819786cade99f76ceded0064e1f007ad3924,2026-05-28 10:55,Tysk muntlig eksamen veiledning,Hei jeg skal ha tysk 2 muntlig eksamen,"Hei! For tysk 2 muntlig gjelder dette:

- Du får 30 minutter forberedelsestid før eksamen. Da får du et tema eller en problemstilling. I språkfag kan du også få lytteprøve. 
- Selve eksamen varer inntil 30 minutter. Du kan velge om du vil starte med en kort presentasjon eller gå rett til fagsamtale. Hvis du har presentasjon, kan den vare maks 1/3 av tiden. 
- I samtalen kan du få spørsmål fra hele faget. Det er det du viser på eksamen som blir vurdert. 
- Muntlig eksamen i fremmedspråk kan bli lagt til et annet fylke. Reisekostnader må du dekke selv. 
- De fleste muntlige eksamener gjennomføres på Skien videregående skole. Eksakt dato og sted finner du i privatistportalen. 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen.
Les mer på www.telemarkfylke.no"
cthr_6a181f0d0e3c819786cade99f76ceded0064e1f007ad3924,2026-05-28 10:55,Tysk muntlig eksamen veiledning,kan du fortelle meg hvilke temaer jeg burde forbrede meg på?,"Jeg kan ikke se en liste med faste temaer for tysk 2 muntlig.

Det som står, er at du får et tema eller en problemstilling på forberedelsen, og at oppgaven tar utgangspunkt i sentrale kompetansemål i faget. Alle kompetansemål kan også bli brukt i fagsamtalen. 

Derfor bør du forberede deg på hele faget, ikke bare noen få temaer. Du må sette deg godt inn i læreplanen, fordi det er kompetansemålene du blir vurdert ut fra. 

Det finnes heller ikke egne eksamensveiledninger i fremmedspråk. 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen.
Les mer på www.telemarkfylke.no"
cthr_6a181f0d0e3c819786cade99f76ceded0064e1f007ad3924,2026-05-28 10:56,Tysk muntlig eksamen veiledning,kan du finne temaer som ofte eller nesten alltid kommer,"Beklager, jeg finner ikke sikker informasjon om hvilke temaer som ofte eller nesten alltid kommer på tysk 2 muntlig.

Det jeg kan si, er at du får et tema eller en problemstilling på forberedelsen, og at alle kompetansemål kan bli brukt i fagsamtalen. Derfor bør du forberede deg på hele faget.  

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen.
Les mer på www.telemarkfylke.no"
cthr_6a1b7a731c0481948328a3edd1fefed20bc52dfa0fe780bb,2026-05-31 00:01,AI samtale om naturfag eksamen,"yrkesfaglig naturfag eksamen, hva må man kunne","Du må kunne det som står i kompetansemålene i læreplanen for faget. Det er disse målene du blir vurdert etter på eksamen 

For naturfag må du også være forberedt på muntlig-praktisk eksamen. Det betyr at du må kunne gjennomføre en eller flere praktiske øvelser 

Dette er viktig å vite:
- Du blir vurdert i den samlede kompetansen din i faget 
- Alle kompetansemål kan bli tatt opp i fagsamtalen 
- Du kan ta med en oversikt, liste eller journal over øvelser du har gjennomført 
- Som privatist må du selv sørge for å ha gjennomført øvelsene læreplanen krever 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1da710b1e88197a7ebab74594e20e00ec8932ac4b9849a,2026-06-01 15:36,Lengde på forberedelsesdel,Hvor lang forbredelsesdel ffår man,"Det kommer an på eksamen:

- Muntlig eksamen: 30 minutter forberedelse 
- Muntlig-praktisk eksamen: 45 minutter forberedelse 
- Praktisk eksamen: vanligvis 24 timer forberedelsestid 
- Skriftlig eksamen: noen fag har forberedelsedel, andre ikke 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1da710b1e88197a7ebab74594e20e00ec8932ac4b9849a,2026-06-01 15:41,Lengde på forberedelsesdel,Kan man velge tema selv?,"Nei. På muntlig og muntlig-praktisk eksamen får du et tema eller en problemstilling av eksamen, og det står ikke at du kan velge dette selv  

På praktisk eksamen får du også utdelt tema i forberedelsesdelen 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1da8d61518819097bcb0358fa00f730750ac95b91cbf50,2026-06-01 15:44,Matteeksamen paamelding veiledning,hvordan melder jeg meg opp til eksamen i 2py matte,"Du melder deg opp i Privatistportalen. Logg inn med ID-porten, velg 2PY matematikk, og betal eksamensavgiften i portalen. Oppmeldingen er ikke gyldig før du har betalt 

Lenke til oppmelding:
https://privatist.inschool.visma.no/

Frister for oppmelding er:
- høsteksamen: 1. september til 15. september kl. 23.55
- våreksamen: 15. januar til 1. februar kl. 23.55 

Det anbefales å bruke Chrome eller Edge, og ikke mobiltelefon. Du må selv passe på at du melder deg opp i riktig fagkode 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1da8d61518819097bcb0358fa00f730750ac95b91cbf50,2026-06-01 15:47,Matteeksamen paamelding veiledning,hvor mye koster det,"Det koster:

- 1 403 kroner per eksamen hvis du ikke har standpunkt og/eller eksamenskarakter, eller hvis du ikke har bestått faget tidligere 
- 2 804 kroner per eksamen hvis du allerede har bestått faget og ønsker å forbedre karakteren 

Oppmeldingen er ikke gyldig før du har betalt. Betaling skjer i Privatistportalen:
https://privatist.inschool.visma.no/ 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1e8d27088881908d7294cda84578e90ad39be11e2b32c2,2026-06-02 07:58,Fysikk eksamen veiledning,fysikk eksamen,"For fysikk som privatist gjelder dette:

- I realfag på nivå 2 må du betale for to eksamener: skriftlig og muntlig-praktisk. Dette gjelder fysikk 2. 
- På muntlig-praktisk eksamen i fysikk må du være forberedt på å gjøre en eller flere praktiske øvelser. Du kan ta med oversikt eller journal over øvelser du har gjennomført. Du må selv sørge for å ha gjennomført øvelsene læreplanen krever. 
- Muntlig-praktisk eksamen har 45 minutter forberedelse og inntil 45 minutter eksamenstid. 
- Skriftlig eksamen er hovedsakelig i Porsgrunn tennishall, men logg deg inn på privatistportalen for eksakt informasjon om din eksamen. Oppmøtetid er kl. 08.00. 
- For fysikk 2 er skriftlig eksamen todelt. Del 1 må leveres på papir. Del 2 kan leveres elektronisk eller på papir. Du må bruke egen PC. 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Hvis du vil melde deg opp, bruker du: https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1e8d4dc0a08190a5915babaadf3e600baf8147074158ac,2026-06-02 07:59,Ventetid på eksamenskarakter,jeg har tatt privatisteksamen i IT-utviklerfaget nå i mai. Når får jeg vite karakteren?,"Hvis du hadde skriftlig eksamen i vår, får du normalt karakteren ca. 20. juni i Privatistportalen. Det kan komme forsinkelser. 

Hvis du hadde praktisk eksamen, blir karakteren offentliggjort etter hver kandidat. 

Denne responsen er KI-generert og kan inneholde feil.
Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1e8d4dc0a08190a5915babaadf3e600baf8147074158ac,2026-06-02 08:00,Ventetid på eksamenskarakter,hvordan kan jeg øve til privatisteksamen?,"Du kan øve slik:

- Sett deg godt inn i læreplanen for faget. Det er kompetansemålene du blir vurdert etter på eksamen. 
- Bruk eksamensveiledninger hvis det finnes for faget. De viser hva det legges vekt på for å få ulike karakterer. 
- Øv på tidligere gitte eksamensoppgaver. Det kan gi deg oversikt over hvordan eksamen gjennomføres. Passordet er «Eksamen» hvis du blir bedt om det. 
- Skaff deg nødvendig lærestoff. Det er ikke krav om bestemte bøker, og du kan også finne aktuelt lærestoff på NDLA. 
- Hvis du skal ha skriftlig eksamen, bør du også teste PC-en din og programvaren i god tid før eksamen. 

Denne responsen er KI-generert og kan inneholde feil.
Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_6a1e8d4dc0a08190a5915babaadf3e600baf8147074158ac,2026-06-02 08:01,Ventetid på eksamenskarakter,jeg skal ta it-utviklerfaget (IUV3103). Kan du lage en studieplan til meg med lenker og nødvendige temaer jeg må lære meg,"Jeg kan lage en enkel studieplan for deg.  
Jeg finner ikke sikker informasjon her om en ferdig temaliste for IUV3103. For dette faget er det læreplanen og kompetansemålene som viser hva du må kunne. Du blir vurdert ut fra kompetansemålene, og eksamensoppgaven tar utgangspunkt i dem.  

**Lenker du bør bruke**
- Privatistportalen: https://privatist.inschool.visma.no/
- Kandidatportalen: https://kandidat.udir.no
- UDIR: https://www.udir.no/
- Telemark fylkeskommune: www.telemarkfylke.no

**Studieplan for IT-utviklerfaget (IUV3103)**

**Steg 1: Finn hva du faktisk må kunne**
1. Gå til UDIR.
2. Finn læreplanen for **IT-utviklerfaget IUV3103**.
3. Skriv ut eller kopier alle kompetansemålene.
4. Lag en sjekkliste med tre kolonner:
   - Kan godt
   - Må øve mer
   - Kan ikke ennå

Dette er viktig fordi det er kompetansemålene du blir vurdert etter. 

**Steg 2: Finn ut hvordan eksamen ser ut**
- Se etter **eksamensveiledning** for faget, hvis den finnes. Eksamensveiledninger viser hva det legges vekt på for ulike karakterer. 
- Søk etter **tidligere gitte eksamensoppgaver**. De kan hjelpe deg å forstå oppgavetype og nivå. Passordet er **Eksamen** hvis du blir bedt om det. 
- Sjekk også informasjon om faget på https://kandidat.udir.no. Der kan du legge inn fagkoden og se informasjon om gjennomføring og eventuelle krav til hjelpemidler. 

**Steg 3: Del lesingen inn i uker**
Du kan bruke denne planen over **6 uker**:

**Uke 1**
- Finn læreplanen.
- Lag oversikt over alle kompetansemål.
- Marker hva du kan og hva du må øve mer på.

**Uke 2**
- Jobb med første del av kompetansemålene.
- Les teori.
- Skriv korte notater.
- Finn eksempler og oppgaver som passer til målene.

**Uke 3**
- Jobb med neste del av kompetansemålene.
- Øv på å forklare med egne ord.
- Lag egne små oppgaver.

**Uke 4**
- Jobb med siste del av kompetansemålene.
- Bruk NDLA og annet lærestoff. Det er ikke krav om bestemte bøker, og NDLA kan brukes som lærestoff. 

**Uke 5**
- Løs tidligere eksamensoppgaver.
- Øv på å svare digitalt.
- Sjekk hvordan eksamen gjennomføres i ditt fag.

**Uke 6**
- Repetér alle kompetansemål.
- Øv på det du er svakest i.
- Test PC, programvare og nettleser før eksamen. Du må bruke egen PC på skriftlig eksamen. 

**Dette bør du gjøre hver uke**
- Les noen kompetansemål nøye.
- Finn stoff som dekker akkurat disse målene.
- Øv på oppgaver.
- Forklar stoffet høyt for deg selv.
- Kryss av i sjekklisten når du mestrer et mål.

**Nødvendige temaer**
Jeg kan ikke liste sikre temaer for IUV3103 uten å se selve læreplanen for faget. Det tryggeste er derfor å bruke:
- kompetansemålene i læreplanen
- eksamensveiledning, hvis den finnes
- tidligere gitte eksamensoppgaver   

Hvis du vil, kan jeg også lage en **ukesplan dag for dag** for IUV3103, basert på at du skal lese fram mot neste privatisteksamen.

Denne responsen er KI-generert og kan inneholde feil.  
Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
